names,url,image,description
Galileo Galilei,https://en.wikipedia.org/wiki/Galileo_Galilei,"https://en.wikipedia.org/wiki/File:Justus_Sustermans_-_Portrait_of_Galileo_Galilei,_1636.jpg","Born : Galileo di Vincenzo Bonaiuti de' Galilei[1](1564-02-15)15 February 1564[2]Pisa, Duchy of Florence, Died : 8 January 1642(1642-01-08) (aged 77)Arcetri, Grand Duchy of Tuscany, Education : University of Pisa, Known for : Analytical dynamicsheliocentrismkinematicsobservational astronomy, Fields : Astronomyphysicsengineeringnatural philosophymathematics, Institutions : University of PisaUniversity of Padua, Patrons : 
Cosimo II de Medici
Federico Cesi
Ferdinando II de Medici
Fra Paolo Sarpi
Francesco Maria del Monte
, Academic advisors : Ostilio Ricci da Fermo, Notable students : Benedetto CastelliMario GuiducciVincenzo Viviani, Influences : 
John Philoponus[3]
Nicolaus Copernicus
, "
Isaac Newton,https://en.wikipedia.org/wiki/Isaac_Newton,"https://en.wikipedia.org/wiki/File:Portrait_of_Sir_Isaac_Newton,_1689.jpg","Born : (1643-01-04)4 January 1643 [O.S. 25 December 1642][a]Woolsthorpe-by-Colsterworth, Lincolnshire, England, Died : 31 March 1727(1727-03-31) (aged 84) [O.S. 20 March 1726][a]Kensington, Middlesex, Great Britain, Resting place : Westminster Abbey, Education : Trinity College, Cambridge (M.A., 1668)[1], Known for : 
List
Newtonian mechanics universal gravitation calculus Newton's laws of motion optics binomial series Principia Newton's method  Newton's law of cooling Newton's identities Newton's metal Newton line Newton–Gauss line Newtonian fluid Newton's ringsStanding on the shoulders of giants List of all other works and concepts
, Awards : FRS (1672)[2]Knight Bachelor (1705), Fields : Physicsnatural philosophyalchemytheologymathematicsastronomyeconomics, Institutions : University of CambridgeRoyal SocietyRoyal Mint, Academic advisors : Isaac Barrow[3]Benjamin Pulleyn[4][5], Notable students : Roger CotesWilliam Whiston, Influences : 
Aristotle
Boyle[6]
Descartes
Galileo
Huygens[7][8]
Kepler
Locke[9][10]
Maimonides[11]
Street[12]
, Influenced : 
List


In the natural sciences and mathematics


Boole
Einstein
Euler
Clairaut
Châtelet
's Gravesande
Gregory
Hamilton
Jurin
Laplace
Maxwell
Maclaurin
Routh
Smith
Newtonianism




In the humanities


Bentley
Berkeley
Diderot
Godwin
Hartley
Hume
Jefferson
Kant
Keynes
Locke[9][10]
Saint-Simon[13]
Verri[14]
Voltaire[15]
Enlightenment philosophy in general




, Preceded by : Robert Brady, Succeeded by : Edward Finch, Preceded by : Anthony Hammond, Succeeded by : Arthur Annesley, 5th Earl of Anglesey, Preceded by : John Somers, Succeeded by : Hans Sloane, 1696–1699 : Warden of the Mint, Preceded by : Thomas Neale, Succeeded by : John Conduitt, Preceded by : Isaac Barrow, Succeeded by : William Whiston, Political party : Whig, "
Carl Linnaeus,https://en.wikipedia.org/wiki/Carl_Linnaeus,"https://en.wikipedia.org/wiki/File:Carl_von_Linn%C3%A9,_1707-1778,_botanist,_professor_(Alexander_Roslin)_-_Nationalmuseum_-_15723.tif","Born : (1707-05-23)23 May 1707[note 1]Råshult, Stenbrohult parish (now within Älmhult Municipality), Sweden, Died : 10 January 1778(1778-01-10) (aged 70)Hammarby (estate), Danmark parish (outside Uppsala), Sweden, Resting place : Uppsala Cathedral59°51′29″N 17°38′00″E﻿ / ﻿59.85806°N 17.63333°E﻿ / 59.85806; 17.63333, Nationality : Swedish, Alma mater : 
Lund University
Uppsala University
University of Harderwijk
, Known for : 
Binomial nomenclature
Taxonomy
, Spouse : 
Sara Elisabeth Moræa
​ ​(m. 1739)​, Children : 7, Fields : 
Biology
Botany
Zoology
, Institutions : Uppsala University, Thesis : Dissertatio medica inauguralis in qua exhibetur hypothesis nova de febrium intermittentium causa (1735), Notable students : 
Peter Ascanius
Johann Friedrich Gmelin
, Author abbrev. (botany) : L., Author abbrev. (zoology) : Linn., "
Antoine Lavoisier,https://en.wikipedia.org/wiki/Antoine_Lavoisier,https://en.wikipedia.org/wiki/File:David_-_Portrait_of_Monsieur_Lavoisier_(cropped).jpg,
Michael Faraday,https://en.wikipedia.org/wiki/Michael_Faraday,https://en.wikipedia.org/wiki/File:Michael_Faraday._Photograph_by_Maull_%26_Polyblank._Wellcome_V0026348.jpg,"Born : 22 September 1791Newington Butts, Surrey, England, Died : 25 August 1867(1867-08-25) (aged 75)Hampton Court, Middlesex, England, Known for : Faraday's law of inductionFaraday balanceFaraday cageFaraday constantFaraday cupFaraday effectFaraday's laws of electrolysisFaraday's ice pail experimentFaraday paradoxFaraday paradox (electrochemistry)Faraday rotatorFaraday-efficiency effectFaraday waveFaraday wheelAdsorption refrigerationColloidal goldHomopolar motorLines of forceMagnetic separationMHD converterPremeltingRegelationRubber BalloonDiscovery of benzene, Spouse : 
Sarah Barnard ​(m. 1821)​, Awards : Royal Medal (1835 and 1846)Copley Medal (1832 and 1838)Rumford Medal (1846)Albert Medal (1866), Fields : PhysicsChemistry, Institutions : Royal Institution, Influences : Humphry DavyWilliam Thomas Brande, Influenced : James Clerk Maxwell, "
Charles Darwin,https://en.wikipedia.org/wiki/Charles_Darwin,https://en.wikipedia.org/wiki/File:Charles_Darwin_seated_crop.jpg,"Born : Charles Robert Darwin(1809-02-12)12 February 1809Shrewsbury, England, Died : 19 April 1882(1882-04-19) (aged 73)Down, Kent, England, Resting place : Westminster Abbey, Alma mater : University of Edinburgh Medical School (no degree)
Christ's College, Cambridge (BA, 1831; MA, 1836)[2], Known for : 
The Voyage of the Beagle
On the Origin of Species
The Descent of Man
, Spouse : 
Emma Wedgwood ​(m. 1839)​, Children : 10, Awards : 
FRS (1839)[3]
Royal Medal (1853)[4]
Wollaston Medal (1859)[4]
Copley Medal (1864)[4]
Baly Medal (1879)[4]
Pour le Mérite, Prussia (1867)[4]
Doctor of Laws (Honorary), Cambridge (1877)[5]
, Fields : Natural history, geology, Institutions : Professional institution:
Geological Society of London
, Academic advisors : 
John Stevens Henslow
Adam Sedgwick
, Influences : LyellHumboldtHerschelMalthus, Influenced : HookerHuxleySpencerHaeckel, Author abbrev. (botany) : Darwin, Author abbrev. (zoology) : Darwin, "
Florence Nightingale,https://en.wikipedia.org/wiki/Florence_Nightingale,https://en.wikipedia.org/wiki/File:Florence_Nightingale_(H_Hering_NPG_x82368).jpg,"Born : (1820-05-12)12 May 1820Florence, Grand Duchy of Tuscany, Died : 13 August 1910(1910-08-13) (aged 90)Mayfair, London, England, Nationality : British, Known for : Pioneering modern nursingPolar area diagram, Awards : Royal Red Cross (1883)Lady of Grace of the Order of St John (LGStJ) (1904)Order of Merit (1907), Fields : Hospital hygiene and sanitation, statistics, Institutions : Selimiye Barracks, ScutariSt Thomas' Hospital[1], "
Louis Pasteur,https://en.wikipedia.org/wiki/Louis_Pasteur,"https://en.wikipedia.org/wiki/File:Louis_Pasteur,_foto_av_Paul_Nadar,_Crisco_edit.jpg","Born : (1822-12-27)27 December 1822Dole, France, Died : 28 September 1895(1895-09-28) (aged 72)Marnes-la-Coquette, France, Education : Mathematics,[1] Docteur ès Sciences (Chemical Physics)[2], Alma mater : École Normale SupérieureUniversity of Paris, Known for : Germ theory of diseaseRabies vaccineCholera vaccine[3]Anthrax vaccinesPasteurization, Spouse : 
Marie Laurent ​(m. 1849)​, Children : 5, Awards : 
Legion of Honor Grand Cross (1881)
Rumford Medal (1856)
Foreign Member of the Royal Society (1869)[4]
Copley Medal (1874)
Albert Medal (1882)
Foreign Associate of the National Academy of Sciences (1883)
Cameron Prize for Therapeutics of the University of Edinburgh (1889)
Leeuwenhoek Medal (1895)
Order of the Medjidie[5]
, Fields : 
Biology
Microbiology
Chemistry
Mathematics
Physics
, Institutions : 
University of Strasbourg
University of Lille
École Normale Supérieure
Pasteur Institute
, Notable students : Charles Friedel[6], "
James Clerk Maxwell,https://en.wikipedia.org/wiki/James_Clerk_Maxwell,https://en.wikipedia.org/wiki/File:James-Clerk-Maxwell-1831-1879.jpg,"Born : (1831-06-13)13 June 1831Edinburgh, Scotland, Died : 5 November 1879(1879-11-05) (aged 48)Cambridge, England, Resting place : Parton, Kirkcudbrightshire55°00′24″N 4°02′21″W﻿ / ﻿55.006693°N 4.039210°W﻿ / 55.006693; -4.039210, Alma mater : University of EdinburghUniversity of Cambridge, Known for : Statistical mechanicsMaxwell's equationsDisplacement currentMaxwell relationsMaxwell–Betti theoremMaxwell–Boltzmann distributionMaxwell–Boltzmann statisticsMaxwell–Stefan diffusionMaxwell's demonMaxwell constructionMaxwell couplingMaxwell's discsMaxwell speed distributionMaxwell stress functionsMaxwell's theoremMaxwell's theorem (geometry)Maxwell materialMaxwell–Huber–Hencky–von Mises theoryMaxwell–Wagner–Sillars polarizationMaxwell bridgeMaxwell coilMaxwell's fish-eye lensMaxwell's spotMaxwell's wheelMaxwell's thermodynamic surfaceControl theoryCoherent system of unitsGeneralized conicSingularityStructural rigidity, Spouse : 
Katherine Clerk Maxwell
​ ​(m. 1858)​, Awards : FRSEFRSSmith's Prize (1854)Adams Prize (1857)Rumford Medal (1860)Keith Prize (1869–1871), Fields : Physics and mathematics, Institutions : Marischal College, University of AberdeenKing's College, LondonUniversity of Cambridge, Academic advisors : William Hopkins, Notable students : George ChrystalHorace LambJohn Henry Poynting, Influences : Sir Isaac Newton, Michael Faraday, Thomas Young, Influenced : Virtually all subsequent physics, "
Dmitri Mendeleev,https://en.wikipedia.org/wiki/Dmitri_Mendeleev,https://en.wikipedia.org/wiki/File:DIMendeleevCab.jpg,"Born : Dmitri Ivanovich Mendeleev(1834-02-08)8 February 1834Verkhnie Aremzyani, Tobolsk Governorate, Russian Empire, Died : 2 February 1907(1907-02-02) (aged 72)Saint Petersburg, Russian Empire, Alma mater : Saint Petersburg University, Known for : Formulating the periodic table of chemical elements, Spouses : 

Feozva Nikitichna Leshcheva
​ ​(m. 1862; div. 1882)​

Anna Ivanovna Popova
​ ​(m. 1882)​
, Awards : 
Davy Medal (1882)
Faraday Lectureship Prize (1889)
ForMemRS (1892)[1]
, Fields : Chemistryphysics, Academic advisors : Gustav Kirchhoff, "
Thomas Edison,https://en.wikipedia.org/wiki/Thomas_Edison,https://en.wikipedia.org/wiki/File:Thomas_Edison2.jpg,"Born : Thomas Alva Edison(1847-02-11)February 11, 1847Milan, Ohio, U.S., Died : October 18, 1931(1931-10-18) (aged 84)West Orange, New Jersey, U.S., Burial place : Thomas Edison National Historical Park, Education : Self-educated; some coursework at Cooper Union, Occupations : Inventorbusinessman, Years active : 1877–1930, Known for : 
List
Edison effectEdison light bulbEdison screwEdison's Phonograph DollElectric penEdisonian approachEdison–Lalande cellAcoustic telegraphyCarbon microphoneEtheric forceFluoroscopyElectric power distributionGrasshopper telegraphyKinetoscopeNickel–iron batteryPhonographPhonomotorQuadruplex telegraphTasimeterWar of the currentsFounder of General Electric
, Spouses : 
Mary Stilwell
​ ​(m. 1871; died 1884)​
Mina Miller ​(m. 1886)​, Children : 6, including Madeleine, Charles, and Theodore, Relatives : Lewis Miller (father-in-law), Awards : Matteucci Medal (1887)John Scott Medal (1889)Edward Longstreth Medal (1899)John Fritz Medal (1908)Franklin Medal (1915)Navy Distinguished Service Medal (1920)Congressional Gold Medal (1928), "
Nikola Tesla,https://en.wikipedia.org/wiki/Nikola_Tesla,https://en.wikipedia.org/wiki/File:Tesla_circa_1890.jpeg,"Born : (1856-07-10)10 July 1856Smiljan, Austrian Empire (modern-day Croatia), Died : 7 January 1943(1943-01-07) (aged 86)New York City, U.S., Resting place : Nikola Tesla Museum, Belgrade, Serbia44°48′18″N 20°28′15″E﻿ / ﻿44.8051°N 20.4707°E﻿ / 44.8051; 20.4707, Citizenship : 
Austrian Empire (1856–1891)
United States (1891–1943)
, Education : Graz University of Technology (dropped out), Discipline : 
Electrical engineering
Mechanical engineering
, Projects : 
Alternating current
High-voltage, high-frequency power experiments
, Significant design : 
See list

AC motor
Carbon button lamp
Death ray
Induction motor
Plasma globe
Plasma lamp
Polyphase system
Radio control
Resonant inductive coupling
Rotating magnetic field
Teleforce
Telegeodynamics
Teleoperation
Tesla coil
Tesla Experimental Station
Tesla's oscillator
Tesla turbine
Tesla valve
Torpedo[1]
Vacuum variable capacitor
Violet ray
VTOL
Wardenclyffe Tower
Wireless power transfer
World Wireless System


, Awards : 
See list

Order of St. Sava, II Class, Government of Serbia (1892)
Elliott Cresson Medal (1894)
Order of Prince Danilo I (1895)
Edison Medal (1916)
Order of St. Sava, I Class, Government of Yugoslavia (1926)
Order of the Yugoslav Crown (1931)
John Scott Medal (1934)
Order of the White Eagle, I Class, Government of Yugoslavia (1936)
Order of the White Lion, I Class, Government of Czechoslovakia (1937)
University of Paris Medal (1937)
The Medal of the University St Clement of Ochrida, Sofia, Bulgaria (1939)


, "
Marie Curie,https://en.wikipedia.org/wiki/Marie_Curie,https://en.wikipedia.org/wiki/File:Marie_Curie_c._1920s.jpg,"Born : Maria Salomea Skłodowska(1867-11-07)7 November 1867Warsaw, Congress Poland, Russian Empire[1], Died : 4 July 1934(1934-07-04) (aged 66)Passy, Haute-Savoie, France, Cause of death : Aplastic anemia[2], Citizenship : Poland (by birth)France (by marriage), Alma mater : University of ParisESPCI[3], Known for : Pioneering research on radioactivityDiscovering polonium and radium, Spouse : 
Pierre Curie
​ ​(m. 1895; died 1906)​, Children : IrèneÈve, Awards : Nobel Prize in Physics (1903)Davy Medal (1903)Matteucci Medal (1904)Actonian Prize (1907)Elliott Cresson Medal (1909)Albert Medal (1910)Nobel Prize in Chemistry (1911)Willard Gibbs Award (1921)Cameron Prize for Therapeutics of the University of Edinburgh (1931), Fields : Physicschemistry, Institutions : 
University of Paris
Institut du Radium
École Normale Supérieure
French Academy of Medicine
International Committee on Intellectual Cooperation
, Thesis : Recherches sur les substances radioactives (Research on Radioactive Substances) (1903), Doctoral advisor : Gabriel Lippmann, Doctoral students : André-Louis DebierneLadislas GoldsteinÉmile HenriotIrène Joliot-CurieÓscar MorenoMarguerite PereyFrancis Perrin, "
Albert Einstein,https://en.wikipedia.org/wiki/Albert_Einstein,https://en.wikipedia.org/wiki/File:Einstein_1921_by_F_Schmutzer_-_restoration.jpg,"Born : (1879-03-14)14 March 1879Ulm,  Kingdom of Württemberg, German Empire, Died : 18 April 1955(1955-04-18) (aged 76)Princeton, New Jersey, US, Citizenship : 
Full list

Kingdom of Württemberg, part of the German Empire (until 1896)[note 1]
Stateless (1896–1901)
Switzerland (1901–1955)
Austria, part of the Austro-Hungarian Empire (1911–1912)
Kingdom of Prussia, part of the German Empire (1914–1918)[note 1]
Free State of Prussia (Weimar Republic, 1918–1933)
United States (from 1940)


, Education : 
Federal polytechnic school in Zurich (Federal teaching diploma, 1900)
University of Zurich (PhD, 1905)
, Known for : 
General relativity
Special relativity
Photoelectric effect
E=mc2 (mass–energy equivalence)
E=hf (Planck–Einstein relation)
Theory of Brownian motion
Einstein field equations
Bose–Einstein statistics
Bose–Einstein condensate
Gravitational wave
Cosmological constant
Unified field theory
EPR paradox
Ensemble interpretation
List of other concepts
, Spouses : 

Mileva Marić
​ ​(m. 1903; div. 1919)​

Elsa Löwenthal
​ ​(m. 1919; died 1936)​
, Children : 
Lieserl
Hans Albert
Eduard ""Tete""
, Awards : 
Barnard Medal (1920)
Nobel Prize in Physics (1921)
Matteucci Medal (1921)
ForMemRS (1921)[1]
Copley Medal (1925)[1]
Gold Medal of the Royal Astronomical Society (1926)[2]
Max Planck Medal (1929)
Member of the National Academy of Sciences (1942)[3]
Time Person of the Century (1999)
, Fields : Physics, philosophy, Institutions : 
Swiss Patent Office (Bern) (1902–1909)
University of Bern (1908–1909)
University of Zurich (1909–1911)
Charles University in Prague (1911–1912)
ETH Zurich (1912–1914)
Prussian Academy of Sciences (1914–1933)
Humboldt University of Berlin (1914–1933)
Kaiser Wilhelm Institute (director, 1917–1933)
German Physical Society (president, 1916–1918)
Leiden University (visits, 1920)
Institute for Advanced Study, Princeton University (1933–1955)
California Institute of Technology (visits, 1931–1933)
University of Oxford (visits, 1931–1933)
Brandeis University (director, 1946–1947)
, Thesis : Eine neue Bestimmung der Moleküldimensionen (A New Determination of Molecular Dimensions) (1905), Doctoral advisor : Alfred Kleiner, Other academic advisors : Heinrich Friedrich Weber, Influences : 
Hendrik Lorentz
Hermann Minkowski
, Influenced : 
Virtually all modern physicists
, "
Archimedes,https://en.wikipedia.org/wiki/Archimedes,https://en.wikipedia.org/wiki/File:Domenico-Fetti_Archimedes_1620.jpg,"Born : c. 287 BCSyracuse, Sicily, Died : c. 212 BC (aged approximately 75)Syracuse, Sicily, Known for : 
List
Archimedes' principleArchimedes' screwCenter of gravityStaticsHydrostaticsLaw of the leverIndivisiblesNeuseis constructions[1]List of other things named after him
, Fields : MathematicsPhysicsAstronomyMechanicsEngineering, Influences : Eudoxus, Influenced : Apollonius[2] HeroPappusEutocius, "
Euclid,https://en.wikipedia.org/wiki/Euclid,https://en.wikipedia.org/wiki/File:Jusepe_de_Ribera_-_Euclid_-_2001.26_-_J._Paul_Getty_Museum.jpg,"Known for : The ElementsOpticsData

Various concepts

Euclidean geometry
Euclidean algorithm
Euclid's theorem
Euclidean relation
Euclid's formula
Numerous other namesakes

, Fields : Mathematics, Influences : Eudoxus, Hippocrates of Chios, Thales and Theaetetus, Influenced : Virtually all subsequent geometry of the Western world and Middle East[2], "
Muhammad ibn Musa al-Khwarizmi,https://en.wikipedia.org/wiki/Muhammad_ibn_Musa_al-Khwarizmi,https://en.wikipedia.org/wiki/File:1983_CPA_5426_(1).png,
Leonhard Euler,https://en.wikipedia.org/wiki/Leonhard_Euler,https://en.wikipedia.org/wiki/File:Leonhard_Euler_-_edit1.jpg,"Born : (1707-04-15)15 April 1707Basel, Swiss Confederacy, Died : 18 September 1783(1783-09-18) (aged 76) [OS: 7 September 1783]Saint Petersburg, Russian Empire, Alma mater : University of Basel (MPhil), Known for : Contributionsnamesakes, Spouse : 
Katharina Gsell
​ ​(m. 1734; died 1773)​
Salome Abigail Gsell
​ ​(m. 1776)​, Fields : Mathematics and physics, Institutions : Imperial Russian Academy of SciencesBerlin Academy, Thesis : Dissertatio physica de sono (Physical dissertation on sound) (1726), Doctoral advisor : Johann Bernoulli, Doctoral students : Johann Hennert, Other notable students : Nicolas FussStepan RumovskyJoseph-Louis Lagrange (epistolary correspondent)Anders Johan Lexell, "
Carl Friedrich Gauss,https://en.wikipedia.org/wiki/Carl_Friedrich_Gauss,https://en.wikipedia.org/wiki/File:Carl_Friedrich_Gauss_1840_by_Jensen.jpg,"Born : Johann Carl Friedrich Gauss(1777-04-30)30 April 1777Brunswick, Principality of Brunswick-Wolfenbüttel, Holy Roman Empire, Died : 23 February 1855(1855-02-23) (aged 77)Göttingen, Kingdom of Hanover, German Confederation, Alma mater : 
Collegium Carolinum
University of Göttingen
University of Helmstedt (PhD)
, Known for : Full list, Spouses : 

Johanna Osthoff
​ ​(m. 1805; died 1809)​

Minna Waldeck
​ ​(m. 1810; died 1831)​
, Children : 6, Awards : 
Lalande Prize (1809)
Copley Medal (1838)
, Fields : Mathematics and sciences, Institutions : University of Göttingen, Thesis : Demonstratio nova... (1799), Doctoral advisor : Johann Friedrich Pfaff, Doctoral students : 
 
 Richard Dedekind
 Christian Ludwig Gerling
 Wilhelm Klinkerfues
 Johann Benedict Listing
 Bernhard Riemann
 Karl von Staudt

, Other notable students : 
 
 Gotthold Eisenstein
 Johann Franz Encke
 Carl Wolfgang Benjamin Goldschmidt
 Adolph Theodor Kupffer
 August Ferdinand Möbius
 Moritz Stern
 Georg Frederik Ursin
 Moritz Ludwig Wichmann

, "
Emmy Noether,https://en.wikipedia.org/wiki/Emmy_Noether,https://en.wikipedia.org/wiki/File:Noether.jpg,"Born : Amalie Emmy Noether(1882-03-23)23 March 1882Erlangen, Bavaria, German Empire, Died : 14 April 1935(1935-04-14) (aged 53)Bryn Mawr, Pennsylvania, United States, Nationality : German, Alma mater : University of Erlangen, Known for : Abstract algebraTheoretical physicsNoether's theoremNoetherian ringLasker–Noether theorem, Awards : Ackermann–Teubner Memorial Award (1932), Fields : Mathematics and physics, Institutions : University of GöttingenBryn Mawr College, Thesis : On Complete Systems of Invariants for Ternary Biquadratic Forms (1907), Doctoral advisor : Paul Gordan, Doctoral students : 
Max Deuring
Hans Fitting
Grete Hermann
Chiungtze C. Tsen
Jacob Levitzki
Otto Schilling
Ernst Witt
, "
Kurt Gödel,https://en.wikipedia.org/wiki/Kurt_G%C3%B6del,https://en.wikipedia.org/wiki/File:Kurt_g%C3%B6del.jpg,"Born : Kurt Friedrich Gödel(1906-04-28)April 28, 1906Brünn, Austria-Hungary (now Brno, Czech Republic), Died : January 14, 1978(1978-01-14) (aged 71)Princeton, New Jersey, U.S., Citizenship : AustriaCzechoslovakiaGermanyUnited States, Alma mater : University of Vienna (PhD, 1930), Known for : 
 
 Gödel's incompleteness theorems
 Gödel's completeness theorem
 Gödel's constructible universe
 Gödel metric (closed timelike curve)
 Gödel logic
 Gödel–Dummett logic
 Gödel's β function
 Gödel numbering
 Gödel operation
 Gödel's speed-up theorem
 Gödel's ontological proof
 Gödel–Gentzen translation
 Gödel–McKinsey–Tarski translation
 Von Neumann–Bernays–Gödel set theory
 ω-consistent theory
 The consistency of the continuum hypothesis with ZFC
 Axiom of constructibility
 Compactness theorem
 Condensation lemma
 Diagonal lemma
 Dialectica interpretation
 Ordinal definable set
 Slingshot argument

, Spouse : 
Adele Nimbursky ​(m. 1938)​, Awards : 
Albert Einstein Award (1951)
ForMemRS (1968)[1]
National Medal of Science (1974)
, Fields : Mathematics, mathematical logic, analytic philosophy, physics, Institutions : Institute for Advanced Study, Thesis : Über die Vollständigkeit des Logikkalküls (1929), Doctoral advisor : Hans Hahn, Influences : LeibnizKantHusserlPlato, "
Alan Turing,https://en.wikipedia.org/wiki/Alan_Turing,https://en.wikipedia.org/wiki/File:Alan_Turing_Aged_16.jpg,"Born : (1912-06-23)23 June 1912Maida Vale, London, England, Died : 7 June 1954(1954-06-07) (aged 41)Wilmslow, Cheshire, England, Cause of death : Cyanide poisoning[note 1], Education : Sherborne School, Alma mater : 
University of Cambridge  (BA, MA)
Princeton University (PhD)
, Known for : 
Cryptanalysis of the Enigma
Turing's proof
Turing machine
Turing test
Unorganised machine
Turing pattern
Turing reduction
""The Chemical Basis of Morphogenesis""
, Partner : Joan Clarke (engaged in 1941; did not marry), Awards : Smith's Prize (1936), Fields : 
Logic
Mathematics
Cryptanalysis
Computer science
Mathematical and theoretical biology[1]
, Institutions : 
University of Manchester
Government Code and Cypher School
National Physical Laboratory
, Thesis : Systems of Logic Based on Ordinals (1938), Doctoral advisor : Alonzo Church[2], Doctoral students : 
Robin Gandy,[2][3]
Beatrice Worsley[4]
, Influences : Max Newman[5], "
Charlie Chaplin,https://en.wikipedia.org/wiki/Charlie_Chaplin,https://en.wikipedia.org/wiki/File:Charlie_Chaplin_portrait.jpg,"Born : Charles Spencer Chaplin(1889-04-16)16 April 1889London, England, Died : 25 December 1977(1977-12-25) (aged 88)Corsier-sur-Vevey, Switzerland, Burial place : Cimetière de Corsier-sur-Vevey, Corsier-sur-Vevey, Switzerland, Occupations : Actorcomediandirectorcomposerscreenwriterproducereditor, Years active : 1899–1975, Works : Full list, Spouses : 
Mildred Harris
​ ​(m. 1918; div. 1920)​
Lita Grey
​ ​(m. 1924; div. 1927)​
Paulette Goddard
​ ​(m. 1936; div. 1942)​
Oona O'Neill ​(m. 1943)​, Children : 11, including Charles, Sydney, Geraldine, Michael, Josephine, Victoria, Eugene and Christopher, Parent(s) : Charles Chaplin Sr.Hannah Hill, Relatives : Chaplin family, Website : charliechaplin.com, "
Walt Disney,https://en.wikipedia.org/wiki/Walt_Disney,https://en.wikipedia.org/wiki/File:Walt_Disney_1946.JPG,"Born : Walter Elias Disney(1901-12-05)December 5, 1901Chicago, Illinois, U.S., Died : December 15, 1966(1966-12-15) (aged 65)Burbank, California, U.S., Resting place : Forest Lawn Memorial Park, Glendale, California, Occupations : 
Animator
film producer
voice actor
entrepreneur
, Title : President of The Walt Disney Company[1], Spouse : 
Lillian Disney ​(m. 1925)​, Children : 2, including Diane Disney Miller, Relatives : Disney family, Awards : 
26 Academy Awards(22 competitive, 4 honorary)
3 Golden Globe Awards
1 Emmy Award
, "
Henry Ford,https://en.wikipedia.org/wiki/Henry_Ford,https://en.wikipedia.org/wiki/File:Henry_ford_1919.jpg,"Born : (1863-07-30)July 30, 1863Springwells Township, Michigan, U.S., Died : April 7, 1947(1947-04-07) (aged 83)Dearborn, Michigan, U.S., Resting place : St. Martha's Episcopal Church Cemetery, Detroit, Michigan, Occupations : Engineerindustrialistphilanthropist, Years active : 1891–1945, Known for : Founding and leading the Ford Motor CompanyPioneering a system that launched the mass production and sale of affordable automotives to the public, Title : President of Ford Motor Company (1906–1919, 1943–1945), Political party : 
Republican (before 1918)
Democratic (after 1918)
, Spouse : 
Clara Jane Bryant ​(m. 1888)​, Children : Edsel, "
